,MIA,SAS,CHA,LAC,BKN,IND,NOP,DAL,HOU,MEM,DEN,UTA,LAL,CHI,BOS,WAS,MIL,OKC,ORL,GSW,TOR,SAC,POR,CLE,DET,PHI,MIN,NYK,PHX,ATL,CJ McCollum_in,CJ McCollum_not_in,Nikola Jokic_in,Nikola Jokic_not_in,Carmelo Anthony_in,Carmelo Anthony_not_in,Isaiah Thomas_in,Isaiah Thomas_not_in,Jamal Murray_in,Jamal Murray_not_in,Jrue Holiday_in,Jrue Holiday_not_in,Hassan Whiteside_in,Hassan Whiteside_not_in,Stephen Curry_in,Stephen Curry_not_in,Blake Griffin_in,Blake Griffin_not_in,Klay Thompson_in,Klay Thompson_not_in,Aaron Gordon_in,Aaron Gordon_not_in,JJ Redick_in,JJ Redick_not_in,Bojan Bogdanovic_in,Bojan Bogdanovic_not_in,Brook Lopez_in,Brook Lopez_not_in,Kemba Walker_in,Kemba Walker_not_in,DeMarcus Cousins_in,DeMarcus Cousins_not_in,Dario Saric_in,Dario Saric_not_in,Damian Lillard_in,Damian Lillard_not_in,Kyrie Irving_in,Kyrie Irving_not_in,Russell Westbrook_in,Russell Westbrook_not_in,DeMar DeRozan_in,DeMar DeRozan_not_in,Marc Gasol_in,Marc Gasol_not_in,John Wall_in,John Wall_not_in,Jordan Clarkson_in,Jordan Clarkson_not_in,Andre Drummond_in,Andre Drummond_not_in,LeBron James_in,LeBron James_not_in,Kristaps Porzingis_in,Kristaps Porzingis_not_in,Jeff Teague_in,Jeff Teague_not_in,LaMarcus Aldridge_in,LaMarcus Aldridge_not_in,Anthony Davis_in,Anthony Davis_not_in,Paul George_in,Paul George_not_in,Giannis Antetokounmpo_in,Giannis Antetokounmpo_not_in,Karl-Anthony Towns_in,Karl-Anthony Towns_not_in,Chris Paul_in,Chris Paul_not_in,Serge Ibaka_in,Serge Ibaka_not_in,James Harden_in,James Harden_not_in,Tim Hardaway Jr._in,Tim Hardaway Jr._not_in,Dennis Schroder_in,Dennis Schroder_not_in,Devin Booker_in,Devin Booker_not_in,Dwight Howard_in,Dwight Howard_not_in,Tobias Harris_in,Tobias Harris_not_in,Eric Bledsoe_in,Eric Bledsoe_not_in,Julius Randle_in,Julius Randle_not_in,Goran Dragic_in,Goran Dragic_not_in,Harrison Barnes_in,Harrison Barnes_not_in,Otto Porter Jr._in,Otto Porter Jr._not_in,Bradley Beal_in,Bradley Beal_not_in,Jimmy Butler_in,Jimmy Butler_not_in,Kevin Love_in,Kevin Love_not_in,Nikola Vucevic_in,Nikola Vucevic_not_in,Victor Oladipo_in,Victor Oladipo_not_in,Lou Williams_in,Lou Williams_not_in,TJ Warren_in,TJ Warren_not_in,Eric Gordon_in,Eric Gordon_not_in,Andrew Wiggins_in,Andrew Wiggins_not_in,Kyle Lowry_in,Kyle Lowry_not_in,Kevin Durant_in,Kevin Durant_not_in,Myles Turner_in,Myles Turner_not_in,Kawhi Leonard_in,Kawhi Leonard_not_in,Evan Fournier_in,Evan Fournier_not_in,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,OCT,NOV,DEC,JAN,FEB,MAR,APR,Continuous Win,Continuous Loss,Start Date,Christmas,label
810,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,20.0,,,,,,14.0,,,,,,,,15.0,,,16.0,,,12.0,,11.0,,,,24.0,,,,,,,,,,,,17.0,,8.0,,39.0,,30.0,,,,,,,,,,0.0,,,,,,18.0,,35.0,,30.0,,9.0,,,,8.0,,16.0,,,,0.0,,,,,,21.0,,,,23.0,,18.0,,26.0,,5.0,,,20.0,,,,,,,,,,,11.0,,0.0,,,,,,0.0,15.0,,1.0,,,,,,,,,,,,1.0,,0,8,False,False,5698
811,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,20.0,,,,,,14.0,,,,,,,,15.0,,,,16.0,,12.0,11.0,,,,,24.0,,,,,,,,,,,,17.0,,8.0,39.0,,,30.0,,,,,,,,,,0.0,,,,,,18.0,35.0,,,30.0,,9.0,,,,8.0,,16.0,,,,0.0,,,,,,21.0,,,,23.0,18.0,,26.0,,,5.0,,,,20.0,,,,,,,,,11.0,,,0.0,,,,,,0.0,,15.0,1.0,,,,,,,,,,,,1.0,,8,1,False,False,12244
812,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,26.0,,,,27.0,,,,,,15.0,,,,0.0,,,,0.0,,,,,,,,25.0,,,,11.0,,29.0,,39.0,28.0,,,33.0,,,,,,,,,24.0,,30.0,,,19.0,,12.0,,,,46.0,,28.0,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,0.0,,,,,22.0,,,,,,,,,,,,0.0,,15.0,,,,,,1.0,,,,,,,,,,,1.0,,2,1,False,False,20246
813,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,26.0,,,27.0,,,,,,,15.0,,,,0.0,,,,0.0,,,,,,,,25.0,,,,11.0,,29.0,,39.0,,28.0,,33.0,,,,,,,,,,24.0,,30.0,19.0,,12.0,,,,,46.0,28.0,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,0.0,,,,22.0,,,,,,,,,,,,0.0,15.0,,,,,,,1.0,,,,,,,,,,,1.0,,1,3,False,False,11284
814,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,26.0,,,,27.0,,,,,,15.0,,,,0.0,,,,0.0,,,,,,,25.0,,,,,11.0,,29.0,,39.0,,28.0,33.0,,,,,,,,,,,24.0,,30.0,,19.0,,12.0,,,,46.0,,28.0,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,0.0,,,22.0,,,,,,,,,,,,,0.0,,15.0,,,,,,1.0,,,,,,,,,,,1.0,,2,0,False,False,19379
815,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,26.0,,,,27.0,,,,,,15.0,,,0.0,,,,0.0,,,,,,,,,25.0,,,,11.0,29.0,,,39.0,,28.0,,33.0,,,,,,,,,,24.0,,30.0,,19.0,,12.0,,,,46.0,,28.0,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,0.0,,,,22.0,,,,,,,,,,,0.0,,,15.0,,,,,,1.0,,,,,,,,,,,1.0,,1,2,False,False,34599
816,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,26.0,,,,,27.0,,,,,15.0,,,,,0.0,,,,0.0,,,,,,,,25.0,,,11.0,,,29.0,39.0,,,28.0,,33.0,,,,,,,,,,24.0,,30.0,,19.0,,12.0,,,46.0,,,28.0,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,0.0,,,,22.0,,,,,,,,,,,,0.0,,15.0,,,,,,1.0,,,,,,,,,,,1.0,,1,0,False,False,11618
817,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,22.0,,,,10.0,,26.0,,,,8.0,,,,,,16.0,,12.0,,,21.0,,,22.0,,,,29.0,,,,,,,,13.0,,27.0,,,,8.0,,,,,9.0,,,0.0,,15.0,22.0,,,18.0,,39.0,,33.0,,,,38.0,,,,,,28.0,,,,17.0,,19.0,,,,0.0,,,,11.0,,20.0,,23.0,,,,,,,,5.0,,10.0,,13.0,,15.0,,,,,17.0,,,31.0,,,,,1.0,,,,,,,,,,1.0,,0,2,False,False,4995
818,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,8.0,,,,,,22.0,,,,10.0,,26.0,,,,8.0,,,,,,16.0,12.0,,,,,21.0,,22.0,,,,29.0,,,,,,,,13.0,27.0,,,,,8.0,,,,,,9.0,,0.0,,15.0,,22.0,,18.0,,39.0,,33.0,,,,38.0,,,,,,28.0,,,,17.0,,19.0,,,,0.0,,,11.0,,20.0,,,23.0,,,,,,,,5.0,,10.0,,13.0,,15.0,,,,,,17.0,,31.0,,,,,1.0,,,,,,,,,,1.0,,0,2,False,False,13848
819,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,22.0,,,,10.0,,26.0,,,,8.0,,,,,,16.0,,12.0,,,,21.0,,22.0,,,,29.0,,,,,,,,13.0,,27.0,,,,8.0,,,,,,9.0,,0.0,,15.0,,22.0,,18.0,,39.0,,33.0,,,38.0,,,,,,,28.0,,,,17.0,,19.0,,,,0.0,,,,11.0,,20.0,,23.0,,,,,,,5.0,,,10.0,13.0,,,15.0,,,,,,17.0,,31.0,,,,,1.0,,,,,,,,,,1.0,,2,0,False,False,9185
820,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,8.0,,,,,,22.0,,,,10.0,,26.0,,,,8.0,,,,,,16.0,,12.0,,,,21.0,,22.0,,,,29.0,,,,,,,13.0,,,27.0,,,,8.0,,,,,,9.0,,0.0,,15.0,,22.0,,18.0,,39.0,,33.0,,,,38.0,,,,,,28.0,,,,17.0,,19.0,,,,0.0,,,,11.0,,20.0,23.0,,,,,,,,,5.0,,10.0,,13.0,,15.0,,,,,,17.0,,31.0,,,,,1.0,,,,,,,,,,1.0,,1,0,False,False,8691
821,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,8.0,,,,,,22.0,,,,10.0,,26.0,,,8.0,,,,,,16.0,,,12.0,,,,21.0,,22.0,,,,29.0,,,,,,,,13.0,,27.0,,,,8.0,,,,,,9.0,,0.0,,15.0,,22.0,18.0,,,39.0,33.0,,,,,38.0,,,,,,28.0,,,,17.0,,19.0,,,,0.0,,,,11.0,,20.0,,23.0,,,,,,,,5.0,,10.0,,13.0,,15.0,,,,,,17.0,,31.0,,,,,1.0,,,,,,,,,,1.0,,0,1,False,False,15238
822,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,22.0,,,10.0,,26.0,,,,,8.0,,,,,,16.0,,12.0,,,,21.0,22.0,,,,,29.0,,,,,,,,13.0,,27.0,,,,8.0,,,,,,9.0,,0.0,15.0,,,22.0,,18.0,,39.0,,33.0,,,,38.0,,,,,,28.0,,,,17.0,,19.0,,,0.0,,,,,11.0,,20.0,,23.0,,,,,,,,5.0,,10.0,,13.0,,15.0,,,,,,17.0,,31.0,,,,,1.0,,,,,,,,,,1.0,,2,1,False,False,10656
823,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,8.0,,,,,,,22.0,,,,10.0,,26.0,,,,8.0,,,,,,16.0,,12.0,,,,21.0,,22.0,,,29.0,,,,,,,,,13.0,,27.0,,,,8.0,,,,,,9.0,0.0,,,15.0,,22.0,,18.0,,39.0,,33.0,,,,38.0,,,,,,28.0,,,,17.0,,19.0,,,,0.0,,,,11.0,,20.0,,23.0,,,,,,,,5.0,,10.0,,13.0,,15.0,,,,,,17.0,31.0,,,,,,1.0,,,,,,,,,,1.0,,2,1,False,False,17515
824,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,8.0,,,,,,22.0,,,,10.0,,26.0,,,,8.0,,,,,,16.0,,12.0,,,,21.0,,22.0,,,,29.0,,,,,,,,13.0,,27.0,,,,8.0,,,,,,9.0,,0.0,,15.0,,22.0,,18.0,,39.0,,33.0,,,,38.0,,,,,28.0,,,,,17.0,19.0,,,,,0.0,,,,11.0,,20.0,,23.0,,,,,,,,5.0,10.0,,,13.0,,15.0,,,,,,17.0,,31.0,,,,,1.0,,,,,,,,,,1.0,,1,1,False,False,6064
825,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,8.0,,,,,,22.0,,,,10.0,,26.0,,,,8.0,,,,,,16.0,,12.0,,,,21.0,,22.0,,,,29.0,,,,,,,,13.0,,27.0,,,8.0,,,,,,,9.0,,0.0,,15.0,,22.0,,18.0,,39.0,,33.0,,,,38.0,,,,,,28.0,,,17.0,,,19.0,,,,0.0,,,,11.0,,20.0,,23.0,,,,,,,,5.0,,10.0,,13.0,,15.0,,,,,,17.0,,31.0,,,,,1.0,,,,,,,,,,1.0,,1,1,False,False,4226
826,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,22.0,,,,,,,,,,,29.0,,18.0,,28.0,,17.0,,16.0,,,25.0,,,,,,,,,,,26.0,,25.0,,,,27.0,,,,,,,,16.0,11.0,,,,,,,,,,,,,,,6.0,,,,,,17.0,,22.0,,,,7.0,,,,,,,,,,,,,,,,,,0.0,,23.0,,21.0,,,,,,,,,,,,0.0,,,,,,21.0,,,,1.0,,,,,,,,,1.0,,1,1,False,False,12912
827,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,29.0,18.0,,,28.0,,17.0,16.0,,,,,25.0,,,,,,,,,,26.0,,25.0,,,,27.0,,,,,,,,16.0,,11.0,,,,,,,,,,,,,6.0,,,,,,,17.0,,22.0,,,,7.0,,,,,,,,,,,,,,,,,,0.0,,23.0,,21.0,,,,,,,,,,,,0.0,,,,,,21.0,,,,1.0,,,,,,,,,1.0,,0,2,False,False,10785
828,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,22.0,,,,,,,,,,29.0,,18.0,,28.0,,17.0,,16.0,,,,25.0,,,,,,,,,,26.0,,25.0,,,27.0,,,,,,,,,16.0,,11.0,,,,,,,,,,,,,,6.0,,,,,17.0,,22.0,,,,7.0,,,,,,,,,,,,,,,,,,,0.0,,23.0,,21.0,,,,,,,,,,,,0.0,,,,,,21.0,,,,1.0,,,,,,,,,1.0,,2,1,False,False,6019
829,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,22.0,,,,,,,,,,29.0,,18.0,,28.0,,17.0,,16.0,,,,25.0,,,,,,,,,,26.0,25.0,,,,,27.0,,,,,,,,16.0,,11.0,,,,,,,,,,,,,,6.0,,,,,,17.0,,22.0,,,,7.0,,,,,,,,,,,,,,,,,,0.0,,23.0,21.0,,,,,,,,,,,,,0.0,,,,,,21.0,,,,1.0,,,,,,,,,1.0,,3,0,False,False,16353
830,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,22.0,,,,,,,,,29.0,,,18.0,28.0,,17.0,,,16.0,,,,25.0,,,,,,,,,,26.0,,25.0,,,,27.0,,,,,,,,16.0,,11.0,,,,,,,,,,,,,,6.0,,,,,,17.0,,22.0,,,,7.0,,,,,,,,,,,,,,,,,,0.0,23.0,,,21.0,,,,,,,,,,,0.0,,,,,,21.0,,,,,1.0,,,,,,,,,1.0,,1,3,False,False,20637
831,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,22.0,,,,,,,,,,29.0,,18.0,,28.0,,17.0,,16.0,,,,25.0,,,,,,,,,26.0,,,25.0,,,,27.0,,,,,,,16.0,,,11.0,,,,,,,,,,,,,,6.0,,,,,,17.0,,22.0,,,,7.0,,,,,,,,,,,,,,,,,0.0,,,23.0,,21.0,,,,,,,,,,,,0.0,,,,,,21.0,,,,1.0,,,,,,,,,1.0,,2,0,False,False,26869
832,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,20.0,,,,,,,,6.0,,,19.0,,,24.0,,,,19.0,,25.0,,,,,,,,22.0,,,26.0,,,18.0,,6.0,,,,,,,,,,27.0,,,,16.0,,,,,,10.0,,18.0,,,,,,19.0,,,,12.0,,0.0,,32.0,,33.0,,22.0,14.0,,24.0,,14.0,,,,,10.0,,,,30.0,,24.0,,10.0,,,,0.0,,,,,,,,12.0,,,,,1.0,,,,,,,,1.0,,0,2,False,False,15554
833,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,20.0,,,,,,,,6.0,,,,19.0,,24.0,,,19.0,,,25.0,,,,,,,,22.0,,,,26.0,,18.0,,6.0,,,,,,,,,27.0,,,,,16.0,,,,,,10.0,18.0,,,,,,,19.0,,,,12.0,,0.0,,32.0,,33.0,,22.0,,14.0,,24.0,,14.0,,,,10.0,,,30.0,,,24.0,10.0,,,,,0.0,,,,,,,,12.0,,,,,1.0,,,,,,,,1.0,,3,1,False,False,15837
834,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,20.0,,,,,,,,6.0,,,,19.0,,24.0,,,,19.0,,25.0,,,,,,,,22.0,,,,26.0,18.0,,,6.0,,,,,,,,,,27.0,,,16.0,,,,,,,10.0,,18.0,,,,,,19.0,,,,12.0,,0.0,32.0,,,33.0,,22.0,,14.0,,24.0,,14.0,,,,10.0,,,,30.0,,24.0,,10.0,,,,0.0,,,,,,,,12.0,,,,,1.0,,,,,,,,1.0,,1,1,False,False,14126
835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,11.0,20.0,,,,,,,,,6.0,,,,19.0,,24.0,,,,19.0,,25.0,,,,,,,,22.0,,,,26.0,,18.0,,6.0,,,,,,,,,,27.0,,,,16.0,,,,,,10.0,,18.0,,,,,,19.0,,,,12.0,,0.0,,32.0,33.0,,,22.0,,14.0,,24.0,,14.0,,,,10.0,,,,30.0,,24.0,,10.0,,,,0.0,,,,,,,,12.0,,,,,1.0,,,,,,,,1.0,,2,0,False,False,10845
836,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,11.0,,20.0,,,,,,,6.0,,,,,19.0,,24.0,,,,19.0,,25.0,,,,,,,,22.0,,,,26.0,,18.0,,6.0,,,,,,,,,,27.0,,,,16.0,,,,,,10.0,,18.0,,,,,19.0,,,,,12.0,0.0,,,32.0,,33.0,,22.0,,14.0,,24.0,,14.0,,,10.0,,,,,30.0,24.0,,,10.0,,,,0.0,,,,,,,12.0,,,,,,1.0,,,,,,,,1.0,,0,4,False,False,7734
837,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,11.0,,20.0,,,,,,,,6.0,,,,19.0,,24.0,,,,19.0,,25.0,,,,,,,22.0,,,,,26.0,,18.0,6.0,,,,,,,,,,,27.0,,,,16.0,,,,,10.0,,,18.0,,,,,,19.0,,,12.0,,,0.0,,32.0,,33.0,,22.0,,14.0,,24.0,,14.0,,,,10.0,,,,30.0,,24.0,,10.0,,,0.0,,,,,,,,,12.0,,,,,1.0,,,,,,,,1.0,,0,2,False,False,7728
838,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,26.0,,17.0,,,,,,10.0,,,,,,25.0,0.0,,,29.0,,,22.0,,,12.0,,,,7.0,,,,,,36.0,21.0,,,24.0,,,,18.0,,14.0,,,,,33.0,,,,,,,19.0,,,,,,26.0,,,18.0,,,,,41.0,,18.0,,10.0,,,,10.0,,,,,,,,,,,,14.0,,24.0,,28.0,10.0,,,,,23.0,,14.0,,,,12.0,,,,,,0.0,,,,34.0,,,,,,,,1.0,,,,,,,1.0,,2,3,False,False,24411
839,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,26.0,,17.0,,,,,,10.0,,,,,25.0,,,0.0,29.0,,,,,22.0,,12.0,,,,7.0,,,,,,36.0,,21.0,,24.0,,,,18.0,,14.0,,,,,,33.0,,,,,,19.0,,,,,26.0,,,,,18.0,,,,41.0,,18.0,,10.0,,,,10.0,,,,,,,,,,,,14.0,,24.0,,28.0,,10.0,,,,23.0,,14.0,,,,12.0,,,,,0.0,,,,,34.0,,,,,,,,1.0,,,,,,,1.0,,2,0,False,False,27168
840,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,26.0,,,17.0,,,,,,10.0,,,,,,25.0,,0.0,,29.0,,,,22.0,,12.0,,,,7.0,,,,,36.0,,,21.0,,24.0,,,,18.0,,14.0,,,,,,33.0,,,,,,19.0,,,,,,26.0,,,,18.0,,,,41.0,18.0,,10.0,,,,10.0,,,,,,,,,,,,,14.0,,24.0,,28.0,,10.0,,,,23.0,,14.0,,,,12.0,,,,,,0.0,,,,34.0,,,,,,,,1.0,,,,,,,1.0,,1,2,False,False,11927
841,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,26.0,,17.0,,,,,,10.0,,,,,,25.0,,0.0,,29.0,,,,22.0,,12.0,,,,7.0,,,,,,36.0,,21.0,24.0,,,,,18.0,,14.0,,,,,,33.0,,,,,,19.0,,,,,,26.0,,,,18.0,,,,41.0,,18.0,,10.0,,,,10.0,,,,,,,,,,,,14.0,,24.0,,28.0,,10.0,,,23.0,,,14.0,,,,12.0,,,,,,0.0,,,,34.0,,,,,,,,1.0,,,,,,,1.0,,4,0,False,False,15023
842,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,26.0,,17.0,,,,,,10.0,,,,,,25.0,,0.0,,29.0,,,,22.0,,12.0,,,,7.0,,,,,,36.0,,21.0,,24.0,,,18.0,,,14.0,,,,,,33.0,,,,,19.0,,,,,,,26.0,,,,18.0,,,,41.0,,18.0,,10.0,,,,10.0,,,,,,,,,,,,14.0,,24.0,,28.0,,10.0,,,,23.0,,14.0,,,,12.0,,,,,,0.0,,,34.0,,,,,,,,,1.0,,,,,,,1.0,,3,1,False,False,15514
843,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,26.0,,17.0,,,,,,10.0,,,,,,25.0,,0.0,,29.0,,,,22.0,,12.0,,,,7.0,,,,,,36.0,,21.0,,24.0,,,,18.0,,14.0,,,,,,33.0,,,,,,19.0,,,,,,26.0,,,,18.0,,,,41.0,,18.0,,10.0,,,,10.0,,,,,,,,,,,,14.0,,24.0,28.0,,,10.0,,,,23.0,,14.0,,,,12.0,,,,,,0.0,,,,34.0,,,,,,,,1.0,,,,,,,1.0,,0,2,False,False,9467
844,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,26.0,,17.0,,,,,,10.0,,,,,,25.0,,0.0,,29.0,,,,22.0,12.0,,,,7.0,,,,,,,36.0,,21.0,,24.0,,,,18.0,14.0,,,,,,,33.0,,,,,,19.0,,,,,,26.0,,,,18.0,,,,41.0,,18.0,,10.0,,,,10.0,,,,,,,,,,,14.0,,24.0,,,28.0,,10.0,,,,23.0,,14.0,,,,12.0,,,,,,0.0,,,,34.0,,,,,,,,1.0,,,,,,,1.0,,1,3,False,False,12870
845,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,22.0,,,,,,,,,,19.0,,23.0,,,,,,,,,,,,,,,,,,0.0,,,,27.0,,0.0,,,,14.0,,,,,,21.0,,8.0,,0.0,,,,8.0,,21.0,,24.0,,39.0,,,,31.0,,,,17.0,,,,,,,,10.0,,,,14.0,,0.0,,4.0,,19.0,,,,,,,,,,0.0,,,,,,,,26.0,,,,26.0,,0.0,,,,6.0,,22.0,,,,,,,,,1.0,,,,,,1.0,,1,2,False,False,15867
846,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,22.0,,,,,,,,,,19.0,,23.0,,,,,,,,,,,,,,,,,,0.0,,,,27.0,0.0,,,,,14.0,,,,,21.0,,,8.0,0.0,,,,,8.0,,21.0,,24.0,,39.0,,,,31.0,,,,17.0,,,,,,,,10.0,,,,14.0,,0.0,4.0,,,19.0,,,,,,,,,0.0,,,,,,,,,26.0,,,,26.0,,0.0,,,,6.0,,22.0,,,,,,,,,1.0,,,,,,1.0,,0,2,False,False,26959
847,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,22.0,,,,,,,,,,19.0,,23.0,,,,,,,,,,,,,,,,,,0.0,,,,27.0,,0.0,,,14.0,,,,,,,21.0,,8.0,,0.0,,,8.0,,,21.0,,24.0,39.0,,,,,31.0,,,17.0,,,,,,,,,10.0,,,,14.0,,0.0,,4.0,,19.0,,,,,,,,,,0.0,,,,,,,,26.0,,,,26.0,0.0,,,,6.0,,,22.0,,,,,,,,,1.0,,,,,,1.0,,1,0,False,False,7543
848,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,22.0,,,,,,,,,19.0,,,23.0,,,,,,,,,,,,,,,,,0.0,,,,,27.0,,0.0,,,,14.0,,,,,,21.0,,8.0,,0.0,,,,8.0,,21.0,24.0,,,39.0,,,31.0,,,,,17.0,,,,,,,,10.0,,,,14.0,,0.0,,4.0,,19.0,,,,,,,,,,0.0,,,,,,,,26.0,,,26.0,,,0.0,,,,6.0,,22.0,,,,,,,,,1.0,,,,,,1.0,,1,1,False,False,11856
849,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,22.0,,,,,,,,,,19.0,,23.0,,,,,,,,,,,,,,,,,,0.0,,,,27.0,,0.0,,,,14.0,,,,,,21.0,8.0,,,0.0,,,,8.0,,21.0,,24.0,,39.0,,,,31.0,,,,17.0,,,,,,,10.0,,,,14.0,,0.0,,,4.0,,19.0,,,,,,,,,,0.0,,,,,,,26.0,,,,,26.0,,0.0,,,,6.0,,22.0,,,,,,,,,1.0,,,,,,1.0,,0,3,False,False,8795
850,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,22.0,,,,,,,,,,,19.0,23.0,,,,,,,,,,,,,,,,,,,0.0,,,27.0,,,0.0,,,,14.0,,,,,,21.0,,8.0,,0.0,,,,8.0,,21.0,,24.0,,39.0,,,,31.0,,,,17.0,,,,,,,,10.0,,,,14.0,,0.0,,4.0,19.0,,,,,,,,,,,0.0,,,,,,,,26.0,,,,26.0,,0.0,,,,6.0,,22.0,,,,,,,,,1.0,,,,,,1.0,,2,0,False,False,11244
851,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,17.0,,0.0,,,,,,,28.0,,,23.0,21.0,,,17.0,,16.0,,12.0,,,,16.0,,,,23.0,,,,,28.0,,,,,,,19.0,,,,,,,,0.0,,16.0,,,,,,18.0,,,,,,5.0,,,,,,22.0,,8.0,,,,14.0,,,,,,,,,,,,16.0,,18.0,,,,,,18.0,9.0,,,,,,,,,,,,0.0,,,3.0,,,,25.0,1.0,,,,,,,,,,,,1.0,,5,0,False,False,38497
852,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,17.0,,,0.0,,,,,,,,28.0,23.0,,,21.0,,17.0,16.0,,,12.0,,,,16.0,,,,23.0,,,,,,28.0,,,,,,19.0,,,,,,,0.0,,,16.0,,,,,,18.0,,,,,5.0,,,,,,,22.0,,8.0,,,,14.0,,,,,,,,,,,,16.0,,18.0,,,,,,18.0,,9.0,,,,,,,,,,,,0.0,,3.0,,,,25.0,1.0,,,,,,,,,,,,1.0,,1,1,False,False,12405
853,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,17.0,,0.0,,,,,,,,28.0,,23.0,,21.0,17.0,,,16.0,,12.0,,,,16.0,,,23.0,,,,,,,28.0,,,,,,19.0,,,,,,,,0.0,,16.0,,,,,,18.0,,,,,,5.0,,,,,,22.0,,8.0,,,,14.0,,,,,,,,,,,,16.0,,18.0,,,,,18.0,,,9.0,,,,,,,,,,,,0.0,,3.0,,,25.0,,1.0,,,,,,,,,,,,1.0,,2,0,False,False,11759
854,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,28.0,,23.0,,21.0,,17.0,,16.0,12.0,,,,,16.0,,,,23.0,,,,,,28.0,,,,,19.0,,,,,,,,,0.0,,16.0,,,,,,18.0,,,,,,5.0,,,,,,22.0,,8.0,,,,14.0,,,,,,,,,,,16.0,,18.0,,,,,,,18.0,,9.0,,,,,,,,,,,,0.0,,3.0,,,,25.0,1.0,,,,,,,,,,,,1.0,,0,3,False,False,13865
